날짜,시가,고가,저가,종가,거래량,등락률,ticker,name
2025-10-17,3725,3725,3630,3630,1211127,-3.5856573705179287,047040,대우건설
2025-10-17,21800,21950,21350,21500,81400,-1.82648401826484,003090,대웅
2025-10-17,137500,138000,134800,135400,24824,-1.023391812865497,069620,대웅제약
2025-10-17,3795,3820,3630,3790,129891,1.6085790884718498,000430,대원강업
2025-10-17,3170,3220,3105,3115,1598032,-2.80811232449298,006340,대원전선
2025-10-17,3915,3945,3780,3800,16218,-2.937420178799489,006345,대원전선우
2025-10-17,13200,13240,13080,13130,34745,-1.203912716328066,003220,대원제약
2025-10-17,884,891,852,858,251361,-3.9193729003359463,024890,대원화성
2025-10-17,1185,1194,1170,1185,89647,0.0,002880,대유에이텍
2025-10-17,1341,1343,1310,1313,489151,-2.087994034302759,012800,대창
2025-10-17,6300,6510,6290,6320,202833,0.7974481658692184,015230,대창단조
2025-10-17,6490,6490,6200,6250,5272,-2.49609984399376,001070,대한방직
2025-10-17,122900,128100,122200,123500,35535,0.0,006650,대한유화
2025-10-17,17730,18280,17430,17570,2723747,-1.8435754189944136,001440,대한전선
2025-10-17,15380,15600,15110,15110,23845,-1.7555266579973992,084010,대한제강
2025-10-17,2870,2875,2835,2850,236694,-0.6968641114982579,001790,대한제당
2025-10-17,2485,2500,2460,2470,54097,-1.3972055888223553,001795,대한제당우
2025-10-17,141700,143900,139700,140200,2171,-0.9887005649717515,001130,대한제분
2025-10-17,77200,78250,75400,76000,223692,-0.6535947712418301,439260,대한조선
2025-10-17,22450,22500,22000,22150,1484563,-0.8948545861297539,003490,대한항공
2025-10-17,22900,23050,22600,22900,3869,-0.8658008658008658,003495,대한항공우
2025-10-17,1695,1699,1669,1669,2206093,-1.88124632569077,005880,대한해운
2025-10-17,109800,110000,108500,110000,198,0.18214936247723132,003830,대한화섬
2025-10-17,1792,1792,1779,1783,71673,-0.446677833612507,016090,대현
2025-10-17,1939,1940,1826,1889,669367,-2.5786487880350695,069460,대호에이엘
2025-10-17,25350,25700,25050,25100,23582,-1.953125,475560,더본코리아
2025-10-17,50300,50900,49800,50000,86014,-1.574803149606299,192080,더블유게임즈
2025-10-17,89300,91900,89200,90000,149658,0.7838745800671892,012510,더존비즈온
2025-10-17,5360,5400,5270,5280,104710,-1.4925373134328357,004830,덕성
2025-10-17,7940,8730,7920,8120,52007,1.7543859649122806,004835,덕성우
2025-10-17,55500,56300,54900,55000,25478,-1.7857142857142856,145720,덴티움
2025-10-17,6310,6330,6170,6270,36382,1.129032258064516,002150,도화엔지니어링
2025-10-17,5420,5500,5340,5390,62719,0.9363295880149813,460850,동국씨엠
2025-10-17,9010,9020,8810,8820,185236,-2.2172949002217295,460860,동국제강
2025-10-17,7340,7380,7230,7280,19375,-0.8174386920980926,001230,동국홀딩스
2025-10-17,32100,32400,31450,32000,1606,-0.3115264797507788,023450,동남합성
2025-10-17,3010,3015,2920,2920,566508,-2.666666666666667,004140,동방
2025-10-17,6150,6150,6080,6090,14819,-0.49019607843137253,007590,동방아그로
2025-10-17,5680,5740,5570,5620,40781,-0.3546099290780142,005960,동부건설
2025-10-17,18900,18900,18540,18770,53,-0.6878306878306878,005965,동부건설우
2025-10-17,27300,28000,27050,27150,76153,-1.6304347826086956,026960,동서
2025-10-17,0,0,0,973,0,0.0,002210,동성제약
2025-10-17,4100,4135,4040,4090,97736,-0.24390243902439024,102260,동성케미컬
2025-10-17,107800,108500,105500,106300,11058,-1.1162790697674418,000640,동아쏘시오홀딩스
2025-10-17,45500,45500,44500,44850,10446,-0.4439511653718091,170900,동아에스티
2025-10-17,15400,15460,15170,15300,23767,-1.034928848641656,028100,동아지질
2025-10-17,1046,1145,1003,1011,37869681,-4.622641509433962,001520,동양
2025-10-17,8600,8940,8600,8910,19042,-0.22396416573348266,001527,동양2우B
2025-10-17,8080,8120,7600,7690,13736,-4.826732673267327,084670,동양고속
